,birthday,name,description,deathday,uri
377,1900,關良,现代画家。1917年随兄东渡日本，先后入川端研究所、太平洋画会，学习素描和油画，1923年毕业于东京太平洋美术学院。归国后，任教于上海神州女学，并被创造社聘为美术编辑，相继担任上海师范学校、上海美术专科学校、上海艺术大学教授。1926年任教于广州美术学校、中山大学附中。同年参加北伐战争，担任国民革命军总政治部宣传科艺术股股长。1937年到昆明任教于国立艺专。后任重庆国立艺专教授。抗日战争胜利后回到杭州。中华人民共和国成立后历任浙江美院教授、上海中国画院画师、中国美协理事、上海分会副会长。（来源：《上图古籍数据库》）,1986,http://data.library.sh.cn/entity/person/t1xwixgecrmmxg1b
378,1764,阮元,阮元（1764-1849）字伯元，号芸台，又号雷塘庵主，晚号怡性老人，江苏仪征人。1789年成进士，入翰林院任庶吉士，1790年授翰林院编修。一年后升任少詹事，入值南书房，1793年至1795年，提督山东学政，写有《小沧浪笔谈》等；在毕沅主持下，撰成《山左金石志》24卷。后历任浙江学政，仁宗嘉庆三年（1798）返京，任户部左侍郎，会试同考官，未几又赴浙江任巡抚，抚浙约十年。嘉庆六年（1801）在杭州建立“诂经精舍”，聘王昶授词章，孙星衍授经义。以嘉庆十年丧父，服除，任职兵部，又先后出为湖南、浙江巡抚。此后，又曾先后任江西巡抚、两广总督。在粤期间，建议禁鸦片，对英商采用较严厉的政策。嘉庆廿五年（1820）在粤创立“学海堂书院”。道光六年，迁云贵总督，旋又晋升体仁阁大学士，在道光十八年（1838）致仕，返扬州定居，先后加太子太保、太傅。1849年 (道光二十九年) 去世，谥“文达”。（来源：《上图古籍数据库》）,1849,http://data.library.sh.cn/entity/person/emxh5cufff11zbok
379,1896,陳之佛,现代国画家，工艺美术家。1915年毕业于浙江省工业专门学校染织科机织专业，后留校教图案课。1918年留学日本，学习图案，次年入东京美术学校工艺图案科。1923年回国后任国立艺术专科学校校长、教授兼图案科主任，上海艺术大学教授，广州市立美术专科学校图案科主任，上海美术专科学校、中央大学艺术科教授。中华人民共和国成立后任南京大学教授、南京艺术学院副院长。擅长图案设计和书籍装帧，后转入中国画，长于工笔花鸟画，作品造型生动、准确，色彩清丽典雅，画风清新冷逸。著有《图案ABC》、《图案构成法》、《中国陶瓷图案概观》、《西洋美术概论》、《表号图案》、《图案教材》、《艺术人体解剖学》等，存有《陈之佛画集》、《陈之佛画选》等。（来源：《上图古籍数据库》）,1962.1.15,http://data.library.sh.cn/entity/person/xwkrodhyfh4vllbo
380,1813,陳介祺,陈介祺（1813～1884），中国清代金石学家。字寿卿，号簠斋，晚号海滨病史、齐东匋父，山东潍县（今山东潍坊）人。道光二十五年（1845）进士，官至翰林院编修。他嗜好收藏文物。著有《簠斋传古别录》，《簠斋藏古目》、《簠斋藏古册目并题记》、《簠斋藏镜全目钞本》、《簠斋吉金录》、《十钟山房印举》、《簠斋藏古玉印谱》、《封泥考略》（与吴式芬合辑）等。（来源：《上图古籍数据库》）,1884,http://data.library.sh.cn/entity/person/3ww17l3vhqzdc2i2
381,,陳元素,明万历崇祯间书画家。万历诸生。早负才名，工诗文，尤擅书法，楷书法欧阳，草入王羲之、王献之之室，工山水，尤擅写兰，得文徴明之秀媚。有《古今名将传》、《南牅日笺》。（来源：《上图古籍数据库》）,,http://data.library.sh.cn/entity/person/x5nsiijv3th06cuj
382,1652,陳元龍,清大臣、书法家。康熙二十四年（1685）一甲二名进士，榜眼，授编修，直南书房。五十七年（1718）擢工部尚书。六十年（1721）调礼部，翌年再任兵部尚书。雍正五年（1727）任礼部尚书，七年（1729）因年近八旬，精力尚健，定为“优眷老臣”，授为额外大学士。后实授为文渊阁大学士、文华殿大学士兼礼部尚书。著有《爱日堂文集》、《爱日堂诗集》、《格致绕原》等。（来源：《上图古籍数据库》）,1736,http://data.library.sh.cn/entity/person/ut32dyokhphu08gj
383,1741,陳克恕,陈克恕（1741-1809），字体行、恕，号目耕，又字吟香、健清和妙果山人等，浙江海宁人。主要成就体现在篆刻理论方面。（来源：《上图古籍数据库》）,1809,http://data.library.sh.cn/entity/person/wl5y84lvn0iqce16
384,1876,陳半丁,近现代画家。自幼学习诗文书画，青年时赴上海，在严小舫的小长庐馆拓印为业，后拜吴昌硕为师。四十岁后到北京，初就职于北京图书馆，后任教于北平艺术专科学校。中华人民共和国成立后任北京画院副院长、中国画研究会会长。擅花卉、山水、人物、走兽，兼及书法、篆刻，以写意花卉最知名。（来源：《上图古籍数据库》）,1970,http://data.library.sh.cn/entity/person/bijrxxyhvgij5yb0
385,1648,陳奕禧,陈奕禧（1648—1709），海宁盐官人，贡生。曾任江西南安知府。自幼即爱作诗学书，其诗“斜阳一川汧水北，秋山万点盆门西”曾得当时诗坛盟主王士祯赞许。传世有《梦墨楼法帖》、《予宁堂法帖》等多本文集。（来源：《上图古籍数据库》）,1709,http://data.library.sh.cn/entity/person/hyzvttkcfxcoafp5
386,1898,陳子奮,现代画家、篆刻家。父业塾师，雅擅篆印，家风所染，髫龄即习绘画篆刻，少年老成，有声闾里。十六岁即执教小学图画，后又担任中学及职校教席，弱冠便以鬻印售画自给。1927年徐悲鸿由欧洲归来，薄游榕城，诧其印作雄奇遒劲，腕力横绝，当即求印数枚，后又再度求刻，以“雄浑则无过于兄者”为之延誉，相与甚笃。中华人民共和国成立后当选为中国美协福建分会副主席、福州美协主席、国画研究会理事长，聘为福建省文史馆馆员，同时执教福建艺术院校，指导工艺美术创作，佳作迭见，声望卓著。（来源：《上图古籍数据库》）,1976,http://data.library.sh.cn/entity/person/6tdo2uh51py5m3rq
387,1913,陳子庄,现代书画家。自幼受其父熏陶，酷爱绘画，同时拜师习武，竟成一方武林高手。1927年开始浪迹江湖，游览巴山蜀水，靠教拳术和卖画维生。1937年，参加成都武术打擂，获金奖，受王瓒绪的青睐，后奉王之命赴上海迎接黄宾虹游蜀，获学习机会。1942年到荣昌，开金谷茶园，任哥老会叙荣乐社社长、青帮进德社名誉社长。1949年底赴成都随王瓒绪部队起义，参加中国人民解放军第十八兵团联络部工作。1950年入西南军政大学高级研究班学习。1955年受聘为四川省文史馆馆员，国画组组长，是四川省政协委员。擅长山水，多写农家小景，逸笔草草，奇趣横生，耐人寻味。亦能花鸟。著有《陈子庄作品选》、《石壶画集》、《石壶论画语要》、《陈子庄画集》、《陈子庄谈艺录》等。（来源：《上图古籍数据库》）,1976.9,http://data.library.sh.cn/entity/person/68c6qdyfhwfhry20
388,1909,陳少梅,现代画家。自幼随父学习书画诗文，1924年加入由金北楼、陈师曾等发起组织的中国画学研究会，1926年成为湖社画会骨干，1931年主持湖社天津分会，成为津门画坛领袖。1930年作品获比利时建国百年国际博览会美术银奖，开始在画坛崭露头角，成为京津一带颇有影响的画家。中华人民共和国成立后任中国美术家协会天津分会主席、天津美术学校校长。上承郭熙、戴进、吴伟衣钵，兼师周臣、唐寅、仇英，一生转益多师，能工能简，水墨与重彩并长，山水、人物、花卉和书法均功力深厚，用笔遒劲峻拔，或老辣苍润，或秀丽工致。并能参融各家之长，形成个人风格。有《陈少梅画选》、《陈少梅画辑》、《陈少梅画集》等行世。（来源：《上图古籍数据库》）,1954,http://data.library.sh.cn/entity/person/07amzf505exm05mn
389,1904,陳巨來,现代书法篆刻家。幼承家学，篆刻初从嘉兴陶惕若，1924年拜一代宗师赵叔孺为师。1926年又得识鉴赏家吴湖帆，治印炉火纯青。1927年结识国画大师张大千。治印承继秦汉，大气磅礴，而在“元朱文”上得心应手，造诣尤深。又为诗人，并擅书法。中华人民共和国成立后任上海中国画院画师、西泠印社社员、上海市文史馆馆员。出版有《安持精舍印存》、《安持精舍印冣》。（来源：《上图古籍数据库》）,1984,http://data.library.sh.cn/entity/person/36igmvnvl0bcqce8
390,1876.3.12,陳師曾,陈师曾（1876.3.12—1923.9.17），又名衡恪，号朽道人、槐堂，江西义宁人（今江西省修水县），著名美术家、艺术教育家。陈师曾出身书生门第，祖父是湖南巡抚陈宝箴，父亲是著名诗人陈三立。1902年东渡日本留学，1909年回国，任江西教育司长。从1911年2月至1913年4月，他受南通张謇之邀，至通州师范学校任教，专授博物课程。1913年又赴长沙第一师范任课，后至北京任编审员之职。先后兼任女子高等师范学校、北京高等师范学校、北京美术专门学校教授。1923年9月为奔母丧回南京，不幸染病逝世，终年仅47岁。陈师曾善诗文、书法，尤长于绘画、篆刻。其山水画在承袭明代沈周、清代石涛技法的基础之上，注重师法造化，从自然景观中汲取创作灵感；写意花鸟画近学吴昌硕，远宗明人徐渭、陈淳等大写意笔法，画风雄厚爽健，富有情趣；人物画以意笔勾描，注重神韵，带有速写和漫画的纪实性。其着作有《陈师曾先生遗墨》（10集）、《陈师曾先生遗诗》（上下卷）、《中国绘画史》、《中国美术小史》、《中国文人画之研究》、《染仓室印集》等。（来源：《上图古籍数据库》）,1923.9.17,http://data.library.sh.cn/entity/person/pqdsbowqnxdxrgu5
391,1678,陳撰,陈撰，1678年 - 1758年，清朝乾隆年间著名学者、画家、诗人、文学家、收藏家。字楞山，号玉几、玉几山人等。（来源：《上图古籍数据库》）,1758,http://data.library.sh.cn/entity/person/p6xyozh3t1cva6ne
392,,陳書,陈书（1660～1736）字南楼，号上元弟子，晚号南楼老人，秀水（今浙江嘉兴）人，适海监钱纶光，以长子陈员贵诰封太淑人。善花鸟、草虫，笔力老健，风神简古，其用笔类陈道复而遒逸过之。山水人物亦擅长，间绘观音、佛像等。后居贫卖画自给。其子界、从子元、从孙载及族孙钱维城等皆从受画法，亦如四家之宗卫夫人。其画清内府所藏甚多，卒年77岁，著有《复庵吟稿》。（来源：《上图古籍数据库》）,,http://data.library.sh.cn/entity/person/j41ry6yy31zz8rdy
393,1599,陳洪綬,陈洪绶（1599～1652），明末清初著名书画家、诗人。字章侯，幼名莲子，一名胥岸，号老莲，别号小净名，晚号老迟、悔迟，又号悔僧、云门僧。汉族，浙江绍兴府诸暨县（今浙江省诸暨市枫桥镇陈家村）人。年少师事刘宗周，补生员，后乡试不中，崇祯年间召入内廷供奉。明亡入云门寺为僧，后还俗，以卖画为生，死因说法不一。一生以画见长，尤工人物画，与顺天崔子忠齐名，号称“南陈北崔”，人谓其人物画成就“力量气局，超拔磊落，在仇（英）、唐（寅）之上，盖明三百年无此笔墨”，当代国际学者推尊他为“代表十七世纪出现许多有彻底的个人独特风格艺术家之中的第一人”。陈洪绶去世后，其画艺画技为后学所师承，堪称一代宗师，名作《九歌》、《西厢记》插图、《水浒叶子》、《博古叶子》等版刻传世，工诗善书，有《宝纶堂集》。（来源：《上图古籍数据库》）,1652,http://data.library.sh.cn/entity/person/k6qsvs6tjkz3mtnk
394,1914,陳浩,陈浩（1914—2012）湖南省茶陵县人。一九三○年加入中国共产主义青年团，同年参加中国工农红军。一九三二年由团转入中国共产党。土地革命战争时期，任大庸军分区司令部政治指导员，游击一大队政治委员，红二军团第六师十六团总支书记，团政治委员，第四师十团副政治委员兼政治处主任，第六师十七团政治委员。参加了长征。抗日战争时期，任中国人民抗日军政大学三大队一队队长，二支队支队长，参训队队长，第三分校训练部军教科科长，总队长，八路军一二○师三五八旅七一六团副政治委员。解放战争时期，任晋绥军区独立第四旅政治部主任，补充第五旅政治委员。中华人民共和国成立后，任西南军区空军政治部主任，副政治委员，武汉军区空军副政治委员，江西省军政治委员。一九五五年被授予少将军衔。（来源：《上图古籍数据库》）,,http://data.library.sh.cn/entity/person/0fp4gub7b80fcs1r
395,1483,陳淳,明书画家。其写意花卉，一花半叶，淡墨欹毫。绘山水，效法米友仁、高克恭，水墨淋漓，颇得氤氲之气。泼墨之功，往往见于画烟云之中。能诗文，擅书法，尤精绘画。与徐渭并称“白阳青藤”。存世作品有《红梨诗画图》、《山茶水仙图》、《葵石图》、《罨画图》等。（来源：《上图古籍数据库》）,1544,http://data.library.sh.cn/entity/person/j7curdcz0ugp7y8j
396,,陳渭,清乾隆年间篆刻家。卒年六十余。幼孤，为兄嫂养育。聪颖好学，终身未娶。擅饮酒，喜旅游，不屑科举文字，究心六书。工诗，风格淡远。擅隶书，有求必应，兴发时顷刻挥洒百余幅，当时嘉兴地区之屏风多出其笔。擅治印，宗何主臣、苏宣，印风古健苍秀，面目自成，印款颇秀逸。（来源：《上图古籍数据库》）,,http://data.library.sh.cn/entity/person/6txfqwxh4cwe3snp
397,,陳率祖,清雍正乾隆间官吏、书画家。官嘉定知县。工书画，行、草书大有笔力。画水墨花卉、禽虫及松石，笔意纵恣以造化为师。间作山水，气韵亦佳。举家工画，其任宝山县丞时，贫甚，夫人及女，咸助挥翰，鬻以供膳。（来源：《上图古籍数据库》）,,http://data.library.sh.cn/entity/person/evh044etl87y3tlv
398,,陳璧,明初书法家。洪武间秀才，任解州判官，调湖广。以文学知名，尤擅书法，能写篆、隶、真、草四体书，运笔流畅快健，富于绳墨。草书用笔取怀素《自叙帖》，其书酷似欧阳询，行书渐逼王献之。（来源：《上图古籍数据库》）,,http://data.library.sh.cn/entity/person/4jxrl45vu3mdjmeb
399,1558.12.14,陳繼儒,陈继儒（1558-1639），明代文学家、书画家。字仲醇，号眉公、麋公。华亭（今上海松江）人。诸生，年二十九，隐居小昆山，后居东佘山，杜门著述，工诗善文，书法苏、米，兼能绘事，屡奉诏征用，皆以疾辞。擅墨梅、山水，画梅多册页小幅，自然随意，意态萧疏。论画倡导文人画，持南北宗论，重视画家的修养，赞同书画同源。有《梅花册》、《云山卷》等传世。著有《陈眉公全集》、《小窗幽记》、《吴葛将军墓碑》、《妮古录》。（来源：《上图古籍数据库》）,1639,http://data.library.sh.cn/entity/person/gh4322iezs0cvo4v
400,1876,陳衡恪,清末民初书画篆刻家。陈三立长子，光绪二十九年(1903)赴日本留学，初入弘文学院，后入高等师范攻读博物学。宣统二年（1910）归国后归任南通、长沙等校教师，继任教育部编审，北京高师、北京美专教授。工山水花卉，偶作人物，主张“以国画为主体，汇通西法，发展国画”。精篆刻，熔铸秦汉，古拙纯朴。书法则篆、籀、隶、魏、行诸体无不工，笔力苍劲，风神秀逸，独具一格。著有《槐堂摹印浅说》、《陈师曾先生遗墨》、《陈师曾先生遗诗》、《不朽录》。（来源：《上图古籍数据库》）,1923,http://data.library.sh.cn/entity/person/x846ac81uomaxi12
401,1762,陳豫鍾,清学者、书画篆刻家。廪生，深于小学，工书篆籀，摹印尤精，与黄易、陈鸿寿、奚冈齐名，为浙派篆刻“西泠八大家”之一。画兰竹秀逸有致，亦工画山水，尝集古今画人为传，著《求是斋集》。（来源：《上图古籍数据库》）,1806,http://data.library.sh.cn/entity/person/nasc00gy62404sxi
402,1905,陳運彰,现代词人、书画篆刻家、鉴藏家。早年从广西临桂况蕙风研究词学，为入室弟子。历任上海通志馆特约采访、潮州修志局委员，之江文理学院、太炎文学院及圣约翰大学教授。工诗词、擅书画、精篆刻，酷好收藏书画金石，精研书艺，汉、魏、唐、宋碑帖收藏极多，考订题跋，颇为精详。（来源：《上图古籍数据库》）,1956,http://data.library.sh.cn/entity/person/bulw7ad448lk8otr
403,1785,陳銑,清书画家。好古精鉴藏，擅书法，少游梁同书之门，亲受秘诀，往还尤密。画得翟继昌亲授，工写生，尤长梅作小品，下笔迈古有金石气。张问陶谓其“卷轴中沉浸而出，断非凡手可及”。（来源：《上图古籍数据库》）,1859,http://data.library.sh.cn/entity/person/qcfugwizs4fqwji8
404,,陳鱣,"陳鱣（1753—1817）字仲魚，號簡莊，浙江海寧人，嘉慶三年（1798）舉人。陳鱣性嗜典籍，尤其精於經學和訓詁之學，曾與當時著名學者錢大昕、翁方綱、段玉裁研討文字，並據珍藏之秘本，互相質疑問難爲樂。阮元《定香亭筆談》稱他：「於經史百家靡不綜覽」，「浙西諸生中經學最深者也」。
在江浙衆多藏書家中，陳鱣與同邑吴騫和蘇州黄丕烈交誼最深。吴騫家有宋刊《臨安志》三種，因以「臨安志百卷人家」自稱。其實，陳鱣家亦藏有此三志，而且吴騫的《淳祐臨安志》六卷還是從陳鱣處抄録的，故後來吴騫給陳鱣的唱和詩中有「與君鼎足藏三志」句，鼎足的另一家是杭州的孫氏壽松堂。陳鱣嘗作《經籍跋文》，吴騫於嘉慶十八年以八十一歲高齡爲之作序，云：「予與簡莊孝廉少日皆酷嗜書籍，購置不遺餘力。凡經史子集，得善本輒相互傳觀，或手自校勘相質，蓋數十年如一日云……簡莊精敏果鋭，强於記誦，而能專意於經學，又克廣攬窮搜。今觀所撰諸經跋文，鈎深索隱，凡古本之爲後之妄人竄亂芟併者，莫不審攷其原來次第，而字之更改淆混者，一一校正，令人復得見本來面目，不其偉而。」
陳鱣與黄丕烈之交稍晚。管庭芬《經籍跋文書後》説：陳鱣「晚客吴門，聞黄蕘圃百宋一廛九經三傳各藏異本，於是欣然定交。互携宋鈔元刻，往復易校，疏其異同，精審確鑿，其功與攷定石經無以異。暮年歸隱紫薇講舍，手自鈔撮成書，凡十有九篇，署曰《經籍跋文》」。爲了訪求珍本，陳、黄二人有時也不免成爲競争對手。據陳鱣《經籍跋文》記載：嘉慶十一年十月，吴縣著名書賈五柳居得到汲古閣影宋寫本《周易集解》，索價十金，陳鱣正有意買下，黄丕烈也派人來買，但陳鱣不願將書讓於黄，不料黄丕烈竟因此卧病數日。陳鱣「欲其速愈也，因讓之，乃竟如其值買之，病果起，遂以香楠製櫝而藏。是冬除夕祭書，此書其首列」。黄氏晚年貧困，這部書最後還是以三十金的代價讓歸陳鱣。黄丕烈也有與陳鱣交往的記載。陳鱣有一小舟，仿毛晉《津逮秘書》之意，名曰「津逮舫」。《士禮居藏書題跋記》：「萃古齋送來《吴志》二十卷，專刻本。明日，訪友城西，出金閶門，至海寧陳仲魚寓中，出此相賞，並告以欲往山塘書肆，遂借仲魚舟同往。其艙有一小榜曰『津逮舫』，余謂仲魚曰：『君好書，故所乘舟以是名之，今借此訪書，則若預知有是事也。』我兩人不覺掀髯而笑。」
陳鱣晚年於海寧硤川紫薇山構樓曰「向山閣」，藏書十萬卷，多宋元刻本和清代罕見之書，惜無書目流傳。陳鱣下世之後不數載，所藏之書即作雲散，其中部分歸同邑馬瀛之漢晉齋，部分落入湖州書賈之手。（来源：《明清著名藏书家藏书印》）",,http://data.library.sh.cn/entity/person/1lalwknne0nb0g8e
405,1768,陳鴻壽,陈鸿寿（1768～1822），中国清代篆刻家。（来源：《上图古籍数据库》）,1822,http://data.library.sh.cn/entity/person/hrrdfa1kn3gty692
406,1870,陶湘,陶湘，字兰泉，号涉园。清末官至道员。后进入实业界及金融界。民国18年（1929年）应聘故宫博物院专门委员。（来源：《上图古籍数据库》）,1940,http://data.library.sh.cn/entity/person/ppyotsnv8xea7xq9
407,1909,陸儼少,现代书画家。1926年考入无锡美术专科学校学习国画，同年从王同愈学习诗文、书法。次年师从画家冯超然，并结识吴湖帆，遍游南北胜地。中华人民共和国成立后任上海画院画师，兼职浙江美术学院山水教习，1979年后任浙江美术学院教授、浙江画院院长。擅绘山水，其山水多浩淼，云蒸雾霭，变化丰富。间作人物、花鸟，皆多新意。出版有《陆俨少画集》、《陆俨少书画集》等。（来源：《上图古籍数据库》）,1993,http://data.library.sh.cn/entity/person/54k0ee8ygk5r4eeo
408,1834,陸心源,"陸心源（1834—1894）字剛父，號存齋，晚號潛園老人。浙江歸安（今湖州）人。年青時即好讀書，資質過人。咸豐、同治間，陸心源游宦東南，歸里後在城東蓮花莊北辟一小園，取名潛園，以藏書、校書終其一生。後人評説爲亦仕、亦學、亦紳。
陸心源爲宦期間，正值太平天國戰争，社會極度動亂，各藏家之書紛紛散出，陸心源既饒有資財，本人又博學嗜書，於是乘機大量購進秘籍善本。陸心源藏書的最大部分來源於上海郁松年的宜稼堂，宜稼堂藏書之精，人稱「全國精華集於滬瀆，儼然乾嘉時之黄蕘圃也」。同治間宜稼堂書散出，陸心源約購得四萬八千册，餘則多歸廣東丁日昌。此外，陸氏前後又購得諸如同縣嚴元照芳椒堂、福建陳徵芝帶經堂等名家藏書，及至光緒八年（1882），陸心源藏書已達到十五萬卷之多。
陸心源藏書樓名有三。一曰皕宋樓：「皕宋」即二百種宋本之意，清代中葉著名藏書家黄丕烈曾藏有宋本百種，故有「百宋一廛」之誇，陸心源名其樓爲「皕宋」，顯然有意以此壓倒黄丕烈的「百宋一廛」；二曰十萬卷樓：儲明清秘刻及精鈔精校；三曰守先閣：藏尋常之書。值得稱道的是，陸心源的守先閣藏書可供讀者觀覽，這對傳統藏書家來講，是十分難能可貴的。鄭觀應《盛世危言增訂新編》卷四「藏書」説：「近日則吴興陸氏之皕宋樓首屈一指，另建守先閣，請於大府，奏於朝廷，供一郡人觀覽，其大公無我之心，方之古人，亦何多讓。」李宗蓮《皕宋樓藏書志序》中把天一閣與皕宋樓相比較，以爲天一閣不及皕宋樓處有五，「皕宋則守先别儲，讀者不禁」，即是其中一條。尚須附帶説明的是，《辭海》一九七九年版、一九八九年版「陸心源」條均説陸氏守先閣藏明清刻本，十萬卷樓藏普通書，誤。當爲十萬卷樓藏明清刻本，守先閣藏普通書；《辭海》又説陸心源光緒時官至福建鹽運使，亦誤。事實是，陸心源只是在同治十一年，應李鶴年之召，調福建辦理鹽務而已，且有清一代，福建僅有正四品的「鹽法道」，似未設過從三品的「鹽運使」。俞樾《廣東高廉道陸君墓志銘》：「十一年……，奏調赴閩……，奏署鹽法道。」可證。近年各有關陸心源傳記資料之誤，或皆源於《辭海》。謹正。
陸心源著述甚豐。有關藏書方面主要有《皕宋樓藏書志》一百二十卷，《續志》四卷，《儀顧堂題跋》十六卷，《續跋》十六卷，均有相當的目録學價值。陸心源所刊《湖州叢書》、《十萬卷樓叢書》，在近代出版史上亦有一定影響。
不幸的是，陸心源故世後不久，全部藏書就被其子陸樹藩以十萬日元價格賣給了日本岩崎氏的静嘉堂，從此國人難以再見皕宋樓舊藏。（来源：《明清著名藏书家藏书印》）",1894,http://data.library.sh.cn/entity/person/fy3c96t9985r5yeo
409,1851,陸恢,清末民初书画家。书工汉隶，画则山水、人物、花鸟、果品，无一不能。笔墨疏朗松秀，风格古雅淡逸。中年归苏州，潜心绘事，考订金石文字，垂三十年，从游者数十人。（来源：《上图古籍数据库》）,1920,http://data.library.sh.cn/entity/person/1gezttfxuga9fs8k
410,1714,陸時化,清藏书家。监生，好藏书画，鉴赏精确，聚书万卷，购善本而手校雠之。著《吴越所见书画录》、《书画说钤》、《赏鉴杂说》、《作伪日奇说》。（来源：《上图古籍数据库》）,1779,http://data.library.sh.cn/entity/person/h7mdztvmxuuw81gp
411,1496,陸治,明书画家。倜傥嗜义，以孝友称。好为诗及古文辞，擅行、楷，尤精通绘事。游祝允明、文徵明门，其于丹青之学，务出其胸中奇，一时好称，几与文埒。工写生，得徐、黄遗意。点染花鸟竹石，往往天造。山水受吴门派影响，也吸取宋代院体和青绿山水之长，用笔劲峭，景色奇险，意境清朗，与陈淳并重于世。晚年贫甚，衣处士服，隐支硎山，种菊自赏。有贵官子因知其名，以画请，作数幅答之。其人厚其贽币以谢。治曰：吾为所知非为贫也。立却之。求其画者，请之而强必不可得，不请之乃或可得。（来源：《上图古籍数据库》）,1576,http://data.library.sh.cn/entity/person/myxoapvjlhkhqxyd
412,1898,陸維釗,现代书画家、美术教育家。1920年负笈南京高等师范文史地部，1925年毕业后应聘在北京清华大学国学研究院任助教，为王国维的助手。其后，在杭州女中、秀州中学、松江女中、上海圣约翰大学、浙江大学、浙江师范学院、杭州大学任教。1960年，自杭州大学中文系调浙江美术学院中国画系，开设诗词题跋课。1963年，受浙江美院院长潘天寿教授委托，主持筹备我国艺术院校唯一之书法篆刻科，任主任。精书法，擅山水、花卉、治印。书法晚年独创熔篆、隶、草于一炉，圆熟而精湛，凝练而流动之新体——现代?“螺扁”，人称陆维钊体，在书坛独树一帜，蜚声海内外。著有《中国书法》、《全清词钞》、《书法述要》、《陆维钊书法选》、《陆维钊书画集》、《陆维钊诗词选》等。（来源：《上图古籍数据库》）,1980,http://data.library.sh.cn/entity/person/t2itsopng6qvrw24
413,1905,韓登安,现代篆刻家。少时从父居杭州，拜书画篆刻家周承德为师，又得益于高野侯、王福庵。1933年加入西泠印社。抗战后，以西泠印社总干事的身份处理日常事务。中华人民共和国成立后成为西泠印社的专业印人。平生以篆刻一门最为人所称道，从艺时间垂五十年，作印二万余方。著有《续说艾作篆通假》，出版有《登安印存》、《岁华集印谱》、《西泠印社胜迹留痕》、《毛主席诗词三十七首》。（来源：《上图古籍数据库》）,1976,http://data.library.sh.cn/entity/person/2qpiyi1jv8ut0ywo
414,1521,項篤壽,項篤壽（1521—1586）字子長，嘉靖四十一年（1562）進士。性喜藏書，見秘册，輒令小胥傳抄，其「萬卷樓」之藏，更在「天籟閣」之前。項篤壽又以刻書名於世，葉德輝《書林清話》卷五「明人刻書之精品」專門列有「嘉禾項篤壽萬卷堂」條。（来源：《明清著名藏书家藏书印》）,1586,http://data.library.sh.cn/entity/person/xfco7kx3smwrhx2v
415,1597,項聖謨,项圣谟（1597年—1658年），字逸，后字孔彰，号易庵，别号甚多，有子璋、子毗、胥山樵、胥樵、古胥山樵人、兔鸣叟、莲塘居士、松涛散仙、大酉山人、存存居士、烟波钓徒、狂吟客、鸳湖钓叟、逸叟、不夜楼中士、醉疯人、烟雨楼边钓鼇客等，浙江嘉兴人。祖父项元汴，为明末著名书画收藏家和画家。伯父项德新也善画。项圣谟自幼精研古代书画名作，曾由秀才举荐为国子监太学生，但不求仕进，沉心于书画，山水、人物、花鸟无一不精。早学文征明，后追宋人用笔之严谨，兼取元人韵致。画面布局大开大合，笔法简洁秀逸，极富书卷气息，品格高雅，境界明净。董其昌题跋称：“古人论画，以取物无疑为一合，非十三科全备，未能至此。范宽山水神品，犹借名手为人物，故知兼长之难。项孔彰此册，乃众美毕臻，树石屋宇，皆与宋人血战，就中山水又兼元人气韵，虽其天骨自合，要亦工力至深，所谓士气、作家俱备。项子京有此文孙，不负好古鉴赏百年食报之胜事矣”。李日华称其画风“英思神悟，超然独得”。项圣谟亦精书法，善赋诗。其书法端庄严谨，峻拔出脱。其诗多为题画诗，文辞警策凝重，格调悲壮慨然。（来源：《上图古籍数据库》）,1658,http://data.library.sh.cn/entity/person/e0c3c4rl4x6aghb2
416,1903,顧廷龍,顾廷龙（1904-1998）版本、目录学家。苏州人。1931年毕业于持志大学国文系。1933年获燕京大学文学硕士学位。（来源：《上图古籍数据库》）,1998.8.22,http://data.library.sh.cn/entity/person/4xyic5omr6z33y2a
417,1766,顧鶴慶,清书画家。诸生。性潇洒，工诗文，擅行草，好饮。入都，馆庄亲王府，纵观名迹。宋人千岩万壑，无一笔不简；元人枯竹瘦石，无一笔不繁。悉得之。因并擅画柳，人称顾驿柳。诗有“京江七子”之目。著《弢庵集》。（来源：《上图古籍数据库》）,1836,http://data.library.sh.cn/entity/person/3v6fwf8ia41awfh4
418,1865,顧麟士,清末民国书画家、鉴赏家。收藏家顾子山之孙，顾廷烈之子。擅画山水，所作多逸气，自成高格。亦精鉴别，秉承先志，广事搜求。有《过云楼续书画记》。（来源：《上图古籍数据库》）,1930,http://data.library.sh.cn/entity/person/a7u6cntpva99pl14
419,1883,馬一浮,马一浮（1883～1967），名浮，字一浮，浙江会稽（今浙江绍兴）人，中国现代思想家，与梁漱溟、熊十力合称为“现代三圣”（或“新儒家三圣”），现代新儒家的早期代表人物之一，《浙江大学校歌》的词作者，浙江大学原教授。于古代哲学、文学、佛学，无不造诣精深，又精于书法，合章草、汉隶于一体，自成一家，丰子恺推崇其为“中国书法界之泰斗”。曾应蔡元培邀赴北京大学任教，蒋介石许以官职，均不应命。建国后，任浙江文史研究馆馆长、中央文史研究馆副馆长、全国政协委员。所着后人辑为《马一浮集》。2013年4月23日上午，在马一浮诞辰130周年纪念大会暨国学研讨会上，“浙江大学国际马一浮人文研究中心”成立。（来源：《上图古籍数据库》）,1967,http://data.library.sh.cn/entity/person/7odjawxlzquv71fs
